PDB_Number,Description,PDBFileLink,PaperDate,PageLink,FastaLink,Authors,Method,Resolution,OriginalIndex,noNucleotideEntities,hasMRNA,containsS12
3PLA,Crystal structure of a catalytically active substrate-bound box C/D RNP from Sulfolobus solfataricus,http://files.rcsb.org/download/3PLA.cif.gz,PubMed ID is not available.,http://www.rcsb.org/structure/3PLA,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3PLA&compressionType=uncompressed,"Lin, J., Lai, S., Jia, R., Xu, A., Zhang, L., Lu, J., Ye, K.",X-RAY DIFFRACTION,3.15,226,FALSE,FALSE,FALSE
3IYQ,tmRNA-SmpB: a journey to the center of the bacterial ribosome,http://files.rcsb.org/download/3IYQ.cif.gz,(2010) EMBO J 29 3810-3818,http://www.rcsb.org/structure/3IYQ,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3IYQ&compressionType=uncompressed,"Weis, F., Bron, P., Giudice, E., Rolland, J.P., Thomas, D., Felden, B., Gillet, R.",ELECTRON MICROSCOPY,13,227,FALSE,TRUE,FALSE
3IYR,tmRNA-SmpB: a journey to the center of the bacterial ribosome,http://files.rcsb.org/download/3IYR.cif.gz,(2010) EMBO J 29 3810-3818,http://www.rcsb.org/structure/3IYR,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3IYR&compressionType=uncompressed,"Weis, F., Bron, P., Giudice, E., Rolland, J.P., Thomas, D., Felden, B., Gillet, R.",ELECTRON MICROSCOPY,13,228,FALSE,TRUE,FALSE
2XAU,Crystal structure of the Prp43p DEAH-box RNA helicase in complex with ADP,http://files.rcsb.org/download/2XAU.cif.gz,(2010) EMBO J 29 2194,http://www.rcsb.org/structure/2XAU,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=2XAU&compressionType=uncompressed,"Walbott, H., Mouffok, S., Capeyrou, R., Lebaron, S., van Tilbeurgh, H., Henry, Y., Leulliot, N.",X-RAY DIFFRACTION,1.9,229,TRUE,FALSE,FALSE
3ID5,"Crystal structure of Sulfolobus solfataricus C/D RNP assembled with Nop5, fibrillarin, L7Ae and a split half C/D RNA",http://files.rcsb.org/download/3ID5.cif.gz,(2009) Proc Natl Acad Sci U S A 106 13808-13813,http://www.rcsb.org/structure/3ID5,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3ID5&compressionType=uncompressed,"Ye, K.",X-RAY DIFFRACTION,4.01,230,FALSE,FALSE,FALSE
2VPL,The structure of the complex between the first domain of L1 protein from Thermus thermophilus and mRNA from Methanococcus jannaschii,http://files.rcsb.org/download/2VPL.cif.gz,(2008) J Mol Biol 383 301-305,http://www.rcsb.org/structure/2VPL,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=2VPL&compressionType=uncompressed,"Kljashtorny, V., Tishchenko, S., Nevskaya, N., Nikonov, S., Garber, M.",X-RAY DIFFRACTION,2.3,231,FALSE,TRUE,FALSE
2VAZ,Model of the S15-mRNA complex fitted into the cryo-EM map of the 70S entrapment complex.,http://files.rcsb.org/download/2VAZ.cif.gz,(2007) Cell 130 1019,http://www.rcsb.org/structure/2VAZ,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=2VAZ&compressionType=uncompressed,"Marzi, S., Myasnikov, A.G., Serganov, A., Ehresmann, C., Romby, P., Yusupov, M., Klaholz, B.P.",ELECTRON MICROSCOPY,10,232,FALSE,TRUE,FALSE
1ZHO,The structure of a ribosomal protein L1 in complex with mRNA,http://files.rcsb.org/download/1ZHO.cif.gz,(2006) J Mol Biol 355 747-759,http://www.rcsb.org/structure/1ZHO,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=1ZHO&compressionType=uncompressed,"Nevskaya, N., Tishchenko, S., Volchkov, S., Kljashtorny, V., Nikonova, E., Nikonov, O., Nikulin, A., Kohrer, C., Piendl, W., Zimmermann, R., Stockley, P., Garber, M., Nikonov",X-RAY DIFFRACTION,2.6,233,FALSE,TRUE,FALSE
1ZC8,"Coordinates of tmRNA, SmpB, EF-Tu and h44 fitted into Cryo-EM map of the 70S ribosome and tmRNA complex",http://files.rcsb.org/download/1ZC8.cif.gz,(2003) Science 300 127-130,http://www.rcsb.org/structure/1ZC8,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=1ZC8&compressionType=uncompressed,"Valle, M., Gillet, R., Kaur, S., Henne, A., Ramakrishnan, V., Frank, J.",ELECTRON MICROSCOPY,13,234,FALSE,TRUE,FALSE
1U63,THE STRUCTURE OF A RIBOSOMAL PROTEIN L1-mRNA COMPLEX,http://files.rcsb.org/download/1U63.cif.gz,(2005) Nucleic Acids Res 33 478-485,http://www.rcsb.org/structure/1U63,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=1U63&compressionType=uncompressed,"Nevskaya, N., Tishchenko, S., Gabdoulkhakov, A., Nikonova, E., Nikonov, O., Nikulin, A., Garber, M., Nikonov, S., Piendl, W.",X-RAY DIFFRACTION,3.4,235,FALSE,TRUE,FALSE
1XNQ,Structure of an Inosine-Adenine Wobble Base Pair Complex in the Context of the Decoding Center,http://files.rcsb.org/download/1XNQ.cif.gz,(2004) Nat Struct Mol Biol 11 1251-1252,http://www.rcsb.org/structure/1XNQ,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=1XNQ&compressionType=uncompressed,"Murphy, F.V., Ramakrishnan, V.",X-RAY DIFFRACTION,3.05,236,FALSE,TRUE,TRUE
1XNR,Crystal Structure of an Inosine-Cytosine Wobble Base Pair in the Context of the Decoding Center,http://files.rcsb.org/download/1XNR.cif.gz,(2004) Nat Struct Mol Biol 11 1251-1252,http://www.rcsb.org/structure/1XNR,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=1XNR&compressionType=uncompressed,"Murphy, F.V., Ramakrishnan, V.",X-RAY DIFFRACTION,3.1,237,FALSE,TRUE,TRUE
1MVR,"Decoding Center & Peptidyl transferase center from the X-ray structure of the Thermus thermophilus 70S ribosome, aligned to the low resolution Cryo-EM map of E.coli 70S Ribosome",http://files.rcsb.org/download/1MVR.cif.gz,(2003) Nature 421 87-90,http://www.rcsb.org/structure/1MVR,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=1MVR&compressionType=uncompressed,"Rawat, U.B., Zavialov, A.V., Sengupta, J., Valle, M., Grassucci, R.A., Linde, J., Vestergaard, B., Ehrenberg, M., Frank, J.",ELECTRON MICROSCOPY,12.8,238,FALSE,TRUE,TRUE
